證券代碼	簡稱	年月日	收盤價
Y9999  	加權指數     	20040813	 5389.93
Y9999  	加權指數     	20040816	 5352.01
Y9999  	加權指數     	20040817	 5342.49
Y9999  	加權指數     	20040818	 5427.75
Y9999  	加權指數     	20040819	 5602.99
Y9999  	加權指數     	20040820	 5622.86
Y9999  	加權指數     	20040823	 5660.97
Y9999  	加權指數     	20040826	 5813.39
Y9999  	加權指數     	20040827	 5797.71
Y9999  	加權指數     	20040830	 5788.94
Y9999  	加權指數     	20040831	 5765.54
Y9999  	加權指數     	20040901	 5858.14
Y9999  	加權指數     	20040902	 5852.85
Y9999  	加權指數     	20040903	 5761.14
Y9999  	加權指數     	20040906	 5775.99
Y9999  	加權指數     	20040907	 5846.83
Y9999  	加權指數     	20040908	 5846.02
Y9999  	加權指數     	20040909	 5842.93
Y9999  	加權指數     	20040910	 5846.19
Y9999  	加權指數     	20040913	 5928.22
Y9999  	加權指數     	20040914	 5919.77
Y9999  	加權指數     	20040915	 5871.07
Y9999  	加權指數     	20040916	 5891.05
Y9999  	加權指數     	20040917	 5818.39
Y9999  	加權指數     	20040920	 5864.54
Y9999  	加權指數     	20040921	 5949.26
Y9999  	加權指數     	20040922	 5970.18
Y9999  	加權指數     	20040923	 5937.25
Y9999  	加權指數     	20040924	 5892.21
Y9999  	加權指數     	20040927	 5849.22
Y9999  	加權指數     	20040929	 5809.75
Y9999  	加權指數     	20040930	 5845.69
Y9999  	加權指數     	20041001	 5945.35
Y9999  	加權指數     	20041004	 6077.96
Y9999  	加權指數     	20041005	 6081.01
Y9999  	加權指數     	20041006	 6060.61
Y9999  	加權指數     	20041007	 6103.00
Y9999  	加權指數     	20041008	 6102.16
Y9999  	加權指數     	20041011	 6089.28
Y9999  	加權指數     	20041012	 5979.56
Y9999  	加權指數     	20041013	 5963.07
Y9999  	加權指數     	20041014	 5831.07
Y9999  	加權指數     	20041015	 5820.82
Y9999  	加權指數     	20041018	 5772.12
Y9999  	加權指數     	20041019	 5807.79
Y9999  	加權指數     	20041020	 5788.34
Y9999  	加權指數     	20041021	 5797.24
Y9999  	加權指數     	20041022	 5774.67
Y9999  	加權指數     	20041026	 5662.88
Y9999  	加權指數     	20041027	 5650.97
Y9999  	加權指數     	20041028	 5695.56
Y9999  	加權指數     	20041029	 5705.93
Y9999  	加權指數     	20041101	 5656.17
Y9999  	加權指數     	20041102	 5759.61
Y9999  	加權指數     	20041103	 5862.85
Y9999  	加權指數     	20041104	 5860.73
Y9999  	加權指數     	20041105	 5931.31
Y9999  	加權指數     	20041108	 5937.46
Y9999  	加權指數     	20041109	 5945.20
Y9999  	加權指數     	20041110	 5948.49
Y9999  	加權指數     	20041111	 5874.52
Y9999  	加權指數     	20041112	 5917.16
Y9999  	加權指數     	20041115	 5906.69
Y9999  	加權指數     	20041116	 5910.85
Y9999  	加權指數     	20041117	 6028.68
Y9999  	加權指數     	20041118	 6049.49
Y9999  	加權指數     	20041119	 6026.55
Y9999  	加權指數     	20041122	 5838.42
Y9999  	加權指數     	20041123	 5851.10
Y9999  	加權指數     	20041124	 5911.31
Y9999  	加權指數     	20041125	 5855.24
Y9999  	加權指數     	20041126	 5778.65
Y9999  	加權指數     	20041129	 5785.26
Y9999  	加權指數     	20041130	 5844.76
Y9999  	加權指數     	20041201	 5798.62
Y9999  	加權指數     	20041202	 5867.95
Y9999  	加權指數     	20041203	 5893.27
Y9999  	加權指數     	20041206	 5919.17
Y9999  	加權指數     	20041207	 5925.28
Y9999  	加權指數     	20041208	 5892.51
Y9999  	加權指數     	20041209	 5913.97
Y9999  	加權指數     	20041210	 5911.63
Y9999  	加權指數     	20041213	 5878.89
Y9999  	加權指數     	20041214	 5909.65
Y9999  	加權指數     	20041215	 6002.58
Y9999  	加權指數     	20041216	 6019.23
Y9999  	加權指數     	20041217	 6009.32
Y9999  	加權指數     	20041220	 5985.94
Y9999  	加權指數     	20041221	 5987.85
Y9999  	加權指數     	20041222	 6001.52
Y9999  	加權指數     	20041223	 5997.67
Y9999  	加權指數     	20041224	 6019.42
Y9999  	加權指數     	20041227	 5985.94
Y9999  	加權指數     	20041228	 6000.57
Y9999  	加權指數     	20041229	 6088.49
Y9999  	加權指數     	20041230	 6100.86
Y9999  	加權指數     	20041231	 6139.69
Y9999  	加權指數     	20050103	 6143.12
Y9999  	加權指數     	20050104	 6060.46
Y9999  	加權指數     	20050105	 5988.37
Y9999  	加權指數     	20050106	 5982.12
Y9999  	加權指數     	20050107	 5935.99
Y9999  	加權指數     	20050110	 5942.85
Y9999  	加權指數     	20050111	 5975.66
Y9999  	加權指數     	20050112	 5879.08
Y9999  	加權指數     	20050113	 5853.94
Y9999  	加權指數     	20050114	 5889.52
Y9999  	加權指數     	20050117	 5945.27
Y9999  	加權指數     	20050118	 5933.57
Y9999  	加權指數     	20050119	 5895.35
Y9999  	加權指數     	20050120	 5888.10
Y9999  	加權指數     	20050121	 5848.91
Y9999  	加權指數     	20050124	 5771.48
Y9999  	加權指數     	20050125	 5782.75
Y9999  	加權指數     	20050126	 5835.37
Y9999  	加權指數     	20050127	 5842.76
Y9999  	加權指數     	20050128	 5879.93
Y9999  	加權指數     	20050131	 5994.23
Y9999  	加權指數     	20050201	 5981.54
Y9999  	加權指數     	20050202	 6018.69
Y9999  	加權指數     	20050203	 6034.60
Y9999  	加權指數     	20050214	 6112.40
Y9999  	加權指數     	20050215	 6122.39
Y9999  	加權指數     	20050216	 6143.49
Y9999  	加權指數     	20050217	 6072.16
Y9999  	加權指數     	20050218	 6115.43
Y9999  	加權指數     	20050221	 6142.78
Y9999  	加權指數     	20050222	 6107.17
Y9999  	加權指數     	20050223	 6121.52
Y9999  	加權指數     	20050224	 6128.34
Y9999  	加權指數     	20050225	 6207.83
Y9999  	加權指數     	20050301	 6259.69
Y9999  	加權指數     	20050302	 6225.25
Y9999  	加權指數     	20050303	 6202.38
Y9999  	加權指數     	20050304	 6193.62
Y9999  	加權指數     	20050307	 6220.52
Y9999  	加權指數     	20050308	 6173.34
Y9999  	加權指數     	20050309	 6213.28
Y9999  	加權指數     	20050310	 6192.53
Y9999  	加權指數     	20050311	 6204.23
Y9999  	加權指數     	20050314	 6155.51
Y9999  	加權指數     	20050315	 6063.48
Y9999  	加權指數     	20050316	 6072.36
Y9999  	加權指數     	20050317	 6032.47
Y9999  	加權指數     	20050318	 6043.95
Y9999  	加權指數     	20050321	 6058.96
Y9999  	加權指數     	20050322	 6018.79
Y9999  	加權指數     	20050323	 6019.49
Y9999  	加權指數     	20050324	 6001.00
Y9999  	加權指數     	20050325	 6065.91
Y9999  	加權指數     	20050328	 6048.74
Y9999  	加權指數     	20050329	 5961.24
Y9999  	加權指數     	20050330	 5957.98
Y9999  	加權指數     	20050331	 6005.88
Y9999  	加權指數     	20050401	 6028.75
Y9999  	加權指數     	20050404	 6019.93
Y9999  	加權指數     	20050406	 6013.49
Y9999  	加權指數     	20050407	 5971.76
Y9999  	加權指數     	20050408	 6024.07
Y9999  	加權指數     	20050411	 5979.42
Y9999  	加權指數     	20050412	 5993.89
Y9999  	加權指數     	20050413	 5998.08
Y9999  	加權指數     	20050414	 5976.68
Y9999  	加權指數     	20050415	 5888.37
Y9999  	加權指數     	20050418	 5715.16
Y9999  	加權指數     	20050419	 5748.35
Y9999  	加權指數     	20050420	 5693.01
Y9999  	加權指數     	20050421	 5721.99
Y9999  	加權指數     	20050422	 5747.09
Y9999  	加權指數     	20050425	 5758.31
Y9999  	加權指數     	20050426	 5805.25
Y9999  	加權指數     	20050427	 5778.27
Y9999  	加權指數     	20050428	 5842.27
Y9999  	加權指數     	20050429	 5818.07
Y9999  	加權指數     	20050503	 5818.22
Y9999  	加權指數     	20050504	 5803.68
Y9999  	加權指數     	20050505	 5927.50
Y9999  	加權指數     	20050506	 5967.96
Y9999  	加權指數     	20050509	 5966.85
Y9999  	加權指數     	20050510	 5949.80
Y9999  	加權指數     	20050511	 5917.13
Y9999  	加權指數     	20050512	 5934.60
Y9999  	加權指數     	20050513	 5981.48
Y9999  	加權指數     	20050516	 5925.88
Y9999  	加權指數     	20050517	 5894.01
Y9999  	加權指數     	20050518	 5890.83
Y9999  	加權指數     	20050519	 5970.71
Y9999  	加權指數     	20050520	 5954.69
Y9999  	加權指數     	20050523	 5885.45
Y9999  	加權指數     	20050524	 5909.10
Y9999  	加權指數     	20050525	 5888.53
Y9999  	加權指數     	20050526	 5939.42
Y9999  	加權指數     	20050527	 5991.55
Y9999  	加權指數     	20050530	 6009.52
Y9999  	加權指數     	20050531	 6011.56
Y9999  	加權指數     	20050601	 5971.62
Y9999  	加權指數     	20050602	 6039.48
Y9999  	加權指數     	20050603	 6107.95
Y9999  	加權指數     	20050606	 6137.57
Y9999  	加權指數     	20050607	 6105.79
Y9999  	加權指數     	20050608	 6161.66
Y9999  	加權指數     	20050609	 6145.92
Y9999  	加權指數     	20050610	 6192.35
Y9999  	加權指數     	20050613	 6231.05
Y9999  	加權指數     	20050614	 6205.76
Y9999  	加權指數     	20050615	 6252.10
Y9999  	加權指數     	20050616	 6282.41
Y9999  	加權指數     	20050617	 6293.56
Y9999  	加權指數     	20050620	 6296.89
Y9999  	加權指數     	20050621	 6278.46
Y9999  	加權指數     	20050622	 6357.83
Y9999  	加權指數     	20050623	 6373.86
Y9999  	加權指數     	20050624	 6340.69
Y9999  	加權指數     	20050627	 6302.99
Y9999  	加權指數     	20050628	 6316.84
Y9999  	加權指數     	20050629	 6231.65
Y9999  	加權指數     	20050630	 6241.94
Y9999  	加權指數     	20050701	 6272.14
Y9999  	加權指數     	20050704	 6271.20
Y9999  	加權指數     	20050705	 6232.04
Y9999  	加權指數     	20050706	 6222.05
Y9999  	加權指數     	20050707	 6212.60
Y9999  	加權指數     	20050708	 6201.40
Y9999  	加權指數     	20050711	 6298.86
Y9999  	加權指數     	20050712	 6358.81
Y9999  	加權指數     	20050713	 6377.09
Y9999  	加權指數     	20050714	 6418.35
Y9999  	加權指數     	20050715	 6410.59
Y9999  	加權指數     	20050719	 6416.34
Y9999  	加權指數     	20050720	 6423.81
Y9999  	加權指數     	20050721	 6394.03
Y9999  	加權指數     	20050722	 6380.73
Y9999  	加權指數     	20050725	 6420.45
Y9999  	加權指數     	20050726	 6366.16
Y9999  	加權指數     	20050727	 6327.25
Y9999  	加權指數     	20050728	 6375.64
Y9999  	加權指數     	20050729	 6311.98
Y9999  	加權指數     	20050801	 6307.93
Y9999  	加權指數     	20050802	 6343.54
Y9999  	加權指數     	20050803	 6455.57
Y9999  	加權指數     	20050804	 6446.01
Y9999  	加權指數     	20050808	 6380.03
Y9999  	加權指數     	20050809	 6380.00
Y9999  	加權指數     	20050810	 6356.84
Y9999  	加權指數     	20050811	 6353.71
Y9999  	加權指數     	20050812	 6350.90
Y9999  	加權指數     	20050815	 6245.13
Y9999  	加權指數     	20050816	 6242.40
Y9999  	加權指數     	20050817	 6241.92
Y9999  	加權指數     	20050818	 6205.09
Y9999  	加權指數     	20050819	 6158.94
Y9999  	加權指數     	20050822	 6206.65
Y9999  	加權指數     	20050823	 6195.18
Y9999  	加權指數     	20050824	 6127.24
Y9999  	加權指數     	20050825	 6109.66
Y9999  	加權指數     	20050826	 6136.55
Y9999  	加權指數     	20050829	 6049.44
Y9999  	加權指數     	20050830	 6032.12
Y9999  	加權指數     	20050831	 6033.47
Y9999  	加權指數     	20050902	 6116.05
Y9999  	加權指數     	20050905	 6098.78
Y9999  	加權指數     	20050906	 6140.14
Y9999  	加權指數     	20050907	 6141.14
Y9999  	加權指數     	20050908	 6149.88
Y9999  	加權指數     	20050909	 6119.06
Y9999  	加權指數     	20050912	 6164.98
Y9999  	加權指數     	20050913	 6169.08
Y9999  	加權指數     	20050914	 6148.70
Y9999  	加權指數     	20050915	 6082.56
Y9999  	加權指數     	20050916	 6031.24
Y9999  	加權指數     	20050919	 6035.59
Y9999  	加權指數     	20050920	 6105.35
Y9999  	加權指數     	20050921	 6067.34
Y9999  	加權指數     	20050922	 5972.06
Y9999  	加權指數     	20050923	 5925.54
Y9999  	加權指數     	20050926	 5930.20
Y9999  	加權指數     	20050927	 5945.05
Y9999  	加權指數     	20050928	 5931.38
Y9999  	加權指數     	20050929	 6009.99
Y9999  	加權指數     	20050930	 6118.61
Y9999  	加權指數     	20051003	 6123.92
Y9999  	加權指數     	20051004	 6142.12
Y9999  	加權指數     	20051005	 6135.01
Y9999  	加權指數     	20051006	 6095.81
Y9999  	加權指數     	20051007	 6081.84
Y9999  	加權指數     	20051011	 6066.59
Y9999  	加權指數     	20051012	 5987.40
Y9999  	加權指數     	20051013	 5960.11
Y9999  	加權指數     	20051014	 5969.07
Y9999  	加權指數     	20051017	 5826.27
Y9999  	加權指數     	20051018	 5830.79
Y9999  	加權指數     	20051019	 5694.16
Y9999  	加權指數     	20051020	 5748.00
Y9999  	加權指數     	20051021	 5738.76
Y9999  	加權指數     	20051024	 5717.28
Y9999  	加權指數     	20051025	 5721.31
Y9999  	加權指數     	20051026	 5700.72
Y9999  	加權指數     	20051027	 5661.18
Y9999  	加權指數     	20051028	 5632.97
Y9999  	加權指數     	20051031	 5764.30
Y9999  	加權指數     	20051101	 5798.41
Y9999  	加權指數     	20051102	 5870.37
Y9999  	加權指數     	20051103	 5858.01
Y9999  	加權指數     	20051104	 5911.74
Y9999  	加權指數     	20051107	 5860.39
Y9999  	加權指數     	20051108	 5849.63
Y9999  	加權指數     	20051109	 5971.06
Y9999  	加權指數     	20051110	 5988.37
Y9999  	加權指數     	20051111	 6075.26
Y9999  	加權指數     	20051114	 6083.62
Y9999  	加權指數     	20051115	 6030.74
Y9999  	加權指數     	20051116	 6046.20
Y9999  	加權指數     	20051117	 6020.94
Y9999  	加權指數     	20051118	 6106.74
Y9999  	加權指數     	20051121	 6103.42
Y9999  	加權指數     	20051122	 6059.19
Y9999  	加權指數     	20051123	 6123.52
Y9999  	加權指數     	20051124	 6111.89
Y9999  	加權指數     	20051125	 6128.20
Y9999  	加權指數     	20051128	 6203.84
Y9999  	加權指數     	20051129	 6139.51
Y9999  	加權指數     	20051130	 6203.47
Y9999  	加權指數     	20051201	 6179.82
Y9999  	加權指數     	20051202	 6228.95
Y9999  	加權指數     	20051205	 6348.31
Y9999  	加權指數     	20051206	 6350.52
Y9999  	加權指數     	20051207	 6329.52
Y9999  	加權指數     	20051208	 6249.19
Y9999  	加權指數     	20051209	 6264.36
Y9999  	加權指數     	20051212	 6266.29
Y9999  	加權指數     	20051213	 6261.18
Y9999  	加權指數     	20051214	 6235.35
Y9999  	加權指數     	20051215	 6258.47
Y9999  	加權指數     	20051216	 6350.69
Y9999  	加權指數     	20051219	 6431.42
Y9999  	加權指數     	20051220	 6427.84
Y9999  	加權指數     	20051221	 6471.89
Y9999  	加權指數     	20051222	 6417.20
Y9999  	加權指數     	20051223	 6512.63
Y9999  	加權指數     	20051226	 6534.77
Y9999  	加權指數     	20051227	 6531.59
Y9999  	加權指數     	20051228	 6524.40
Y9999  	加權指數     	20051229	 6575.53
Y9999  	加權指數     	20051230	 6548.34
Y9999  	加權指數     	20060102	 6462.06
Y9999  	加權指數     	20060103	 6591.77
Y9999  	加權指數     	20060104	 6616.44
Y9999  	加權指數     	20060105	 6709.87
Y9999  	加權指數     	20060106	 6694.82
Y9999  	加權指數     	20060109	 6742.39
Y9999  	加權指數     	20060110	 6707.40
Y9999  	加權指數     	20060111	 6735.89
Y9999  	加權指數     	20060112	 6725.61
Y9999  	加權指數     	20060113	 6682.35
Y9999  	加權指數     	20060116	 6724.18
Y9999  	加權指數     	20060117	 6711.04
Y9999  	加權指數     	20060118	 6498.92
Y9999  	加權指數     	20060119	 6512.29
Y9999  	加權指數     	20060120	 6486.63
Y9999  	加權指數     	20060123	 6381.97
Y9999  	加權指數     	20060124	 6451.94
Y9999  	加權指數     	20060125	 6532.18
Y9999  	加權指數     	20060203	 6594.60
Y9999  	加權指數     	20060206	 6719.96
Y9999  	加權指數     	20060207	 6720.08
Y9999  	加權指數     	20060208	 6624.11
Y9999  	加權指數     	20060209	 6630.13
Y9999  	加權指數     	20060210	 6594.92
Y9999  	加權指數     	20060213	 6562.29
Y9999  	加權指數     	20060214	 6612.97
Y9999  	加權指數     	20060215	 6598.49
Y9999  	加權指數     	20060216	 6683.93
Y9999  	加權指數     	20060217	 6673.75
Y9999  	加權指數     	20060220	 6686.55
Y9999  	加權指數     	20060221	 6631.51
Y9999  	加權指數     	20060222	 6530.70
Y9999  	加權指數     	20060223	 6474.69
Y9999  	加權指數     	20060224	 6538.22
Y9999  	加權指數     	20060227	 6561.63
Y9999  	加權指數     	20060301	 6613.39
Y9999  	加權指數     	20060302	 6642.96
Y9999  	加權指數     	20060303	 6553.66
Y9999  	加權指數     	20060306	 6575.78
Y9999  	加權指數     	20060307	 6494.15
Y9999  	加權指數     	20060308	 6459.57
Y9999  	加權指數     	20060309	 6486.47
Y9999  	加權指數     	20060310	 6490.68
Y9999  	加權指數     	20060313	 6544.63
Y9999  	加權指數     	20060314	 6460.01
Y9999  	加權指數     	20060315	 6518.70
Y9999  	加權指數     	20060316	 6504.98
Y9999  	加權指數     	20060317	 6528.57
Y9999  	加權指數     	20060320	 6516.52
Y9999  	加權指數     	20060321	 6458.03
Y9999  	加權指數     	20060322	 6391.26
Y9999  	加權指數     	20060323	 6364.60
Y9999  	加權指數     	20060324	 6376.62
Y9999  	加權指數     	20060327	 6421.85
Y9999  	加權指數     	20060328	 6453.85
Y9999  	加權指數     	20060329	 6498.03
Y9999  	加權指數     	20060330	 6546.06
Y9999  	加權指數     	20060331	 6613.97
Y9999  	加權指數     	20060403	 6660.76
Y9999  	加權指數     	20060404	 6665.60
Y9999  	加權指數     	20060406	 6760.82
Y9999  	加權指數     	20060407	 6781.94
Y9999  	加權指數     	20060410	 6780.64
Y9999  	加權指數     	20060411	 6757.17
Y9999  	加權指數     	20060412	 6808.50
Y9999  	加權指數     	20060413	 6855.74
Y9999  	加權指數     	20060414	 6952.54
Y9999  	加權指數     	20060417	 7000.09
Y9999  	加權指數     	20060418	 6989.46
Y9999  	加權指數     	20060419	 7038.78
Y9999  	加權指數     	20060420	 7102.74
Y9999  	加權指數     	20060421	 7093.05
Y9999  	加權指數     	20060424	 7096.04
Y9999  	加權指數     	20060425	 7059.94
Y9999  	加權指數     	20060426	 7168.98
Y9999  	加權指數     	20060427	 7136.21
Y9999  	加權指數     	20060428	 7171.77
Y9999  	加權指數     	20060502	 7199.60
Y9999  	加權指數     	20060503	 7242.37
Y9999  	加權指數     	20060504	 7345.04
Y9999  	加權指數     	20060505	 7370.44
Y9999  	加權指數     	20060508	 7474.05
Y9999  	加權指數     	20060509	 7388.94
Y9999  	加權指數     	20060510	 7324.71
Y9999  	加權指數     	20060511	 7361.45
Y9999  	加權指數     	20060512	 7278.96
Y9999  	加權指數     	20060515	 7176.35
Y9999  	加權指數     	20060516	 7069.90
Y9999  	加權指數     	20060517	 7116.83
Y9999  	加權指數     	20060518	 7034.03
Y9999  	加權指數     	20060519	 7074.15
Y9999  	加權指數     	20060522	 6938.26
Y9999  	加權指數     	20060523	 6843.98
Y9999  	加權指數     	20060524	 6877.01
Y9999  	加權指數     	20060525	 6861.65
Y9999  	加權指數     	20060526	 6879.51
Y9999  	加權指數     	20060529	 6878.88
Y9999  	加權指數     	20060530	 6846.95
Y9999  	加權指數     	20060601	 6872.84
Y9999  	加權指數     	20060602	 6959.64
Y9999  	加權指數     	20060605	 6715.27
Y9999  	加權指數     	20060606	 6730.27
Y9999  	加權指數     	20060607	 6612.74
Y9999  	加權指數     	20060608	 6331.81
Y9999  	加權指數     	20060609	 6444.63
Y9999  	加權指數     	20060612	 6442.90
Y9999  	加權指數     	20060613	 6337.21
Y9999  	加權指數     	20060614	 6469.01
Y9999  	加權指數     	20060615	 6426.39
Y9999  	加權指數     	20060616	 6575.77
Y9999  	加權指數     	20060619	 6583.04
Y9999  	加權指數     	20060620	 6363.55
Y9999  	加權指數     	20060621	 6299.59
Y9999  	加權指數     	20060622	 6485.15
Y9999  	加權指數     	20060623	 6452.31
Y9999  	加權指數     	20060626	 6523.68
Y9999  	加權指數     	20060627	 6572.39
Y9999  	加權指數     	20060628	 6540.93
Y9999  	加權指數     	20060629	 6607.39
Y9999  	加權指數     	20060630	 6704.41
Y9999  	加權指數     	20060703	 6718.50
Y9999  	加權指數     	20060704	 6734.51
Y9999  	加權指數     	20060705	 6659.96
Y9999  	加權指數     	20060706	 6659.07
Y9999  	加權指數     	20060707	 6660.61
Y9999  	加權指數     	20060710	 6682.46
Y9999  	加權指數     	20060711	 6639.13
Y9999  	加權指數     	20060712	 6634.09
Y9999  	加權指數     	20060713	 6567.60
Y9999  	加權指數     	20060714	 6428.03
Y9999  	加權指數     	20060717	 6257.80
Y9999  	加權指數     	20060718	 6285.31
Y9999  	加權指數     	20060719	 6277.24
Y9999  	加權指數     	20060720	 6443.74
Y9999  	加權指數     	20060721	 6420.01
Y9999  	加權指數     	20060724	 6359.63
Y9999  	加權指數     	20060725	 6390.99
Y9999  	加權指數     	20060726	 6376.39
Y9999  	加權指數     	20060727	 6459.25
Y9999  	加權指數     	20060728	 6480.07
Y9999  	加權指數     	20060731	 6454.58
Y9999  	加權指數     	20060801	 6441.46
Y9999  	加權指數     	20060802	 6471.42
Y9999  	加權指數     	20060803	 6462.32
Y9999  	加權指數     	20060804	 6442.61
Y9999  	加權指數     	20060807	 6416.61
Y9999  	加權指數     	20060808	 6502.14
Y9999  	加權指數     	20060809	 6573.22
Y9999  	加權指數     	20060810	 6578.61
Y9999  	加權指數     	20060811	 6571.10
Y9999  	加權指數     	20060814	 6611.90
Y9999  	加權指數     	20060815	 6615.13
Y9999  	加權指數     	20060816	 6696.63
Y9999  	加權指數     	20060817	 6733.46
Y9999  	加權指數     	20060818	 6721.08
Y9999  	加權指數     	20060821	 6505.92
Y9999  	加權指數     	20060822	 6590.20
Y9999  	加權指數     	20060823	 6556.33
Y9999  	加權指數     	20060824	 6550.64
Y9999  	加權指數     	20060825	 6526.22
Y9999  	加權指數     	20060828	 6444.76
Y9999  	加權指數     	20060829	 6479.91
Y9999  	加權指數     	20060830	 6587.12
Y9999  	加權指數     	20060831	 6611.77
Y9999  	加權指數     	20060901	 6651.46
Y9999  	加權指數     	20060904	 6750.78
Y9999  	加權指數     	20060905	 6734.73
Y9999  	加權指數     	20060906	 6688.40
Y9999  	加權指數     	20060907	 6685.23
Y9999  	加權指數     	20060908	 6693.11
Y9999  	加權指數     	20060911	 6693.88
Y9999  	加權指數     	20060912	 6625.73
Y9999  	加權指數     	20060913	 6664.87
Y9999  	加權指數     	20060914	 6598.87
Y9999  	加權指數     	20060915	 6681.09
Y9999  	加權指數     	20060918	 6882.48
Y9999  	加權指數     	20060919	 6881.87
Y9999  	加權指數     	20060920	 6877.77
Y9999  	加權指數     	20060921	 6889.89
Y9999  	加權指數     	20060922	 6885.60
Y9999  	加權指數     	20060925	 6911.21
Y9999  	加權指數     	20060926	 6901.75
Y9999  	加權指數     	20060927	 6946.27
Y9999  	加權指數     	20060928	 6885.12
Y9999  	加權指數     	20060929	 6883.05
Y9999  	加權指數     	20061002	 6960.95
Y9999  	加權指數     	20061003	 6956.88
Y9999  	加權指數     	20061004	 6874.98
Y9999  	加權指數     	20061005	 6997.24
Y9999  	加權指數     	20061011	 7006.67
Y9999  	加權指數     	20061012	 6984.58
Y9999  	加權指數     	20061013	 7068.80
Y9999  	加權指數     	20061014	 7076.85
Y9999  	加權指數     	20061016	 7151.42
Y9999  	加權指數     	20061017	 7075.13
Y9999  	加權指數     	20061018	 7017.60
Y9999  	加權指數     	20061019	 6995.83
Y9999  	加權指數     	20061020	 7039.37
Y9999  	加權指數     	20061023	 7040.26
Y9999  	加權指數     	20061024	 7097.42
Y9999  	加權指數     	20061025	 7059.89
Y9999  	加權指數     	20061026	 7080.84
Y9999  	加權指數     	20061027	 7086.74
Y9999  	加權指數     	20061030	 6995.20
Y9999  	加權指數     	20061031	 7021.32
Y9999  	加權指數     	20061101	 7013.99
Y9999  	加權指數     	20061102	 7078.10
Y9999  	加權指數     	20061103	 7161.61
Y9999  	加權指數     	20061106	 7120.44
Y9999  	加權指數     	20061107	 7184.65
Y9999  	加權指數     	20061108	 7178.34
Y9999  	加權指數     	20061109	 7151.13
Y9999  	加權指數     	20061110	 7174.20
Y9999  	加權指數     	20061113	 7136.06
Y9999  	加權指數     	20061114	 7204.04
Y9999  	加權指數     	20061115	 7236.85
Y9999  	加權指數     	20061116	 7257.48
Y9999  	加權指數     	20061117	 7259.54
Y9999  	加權指數     	20061120	 7261.48
Y9999  	加權指數     	20061121	 7309.69
Y9999  	加權指數     	20061122	 7348.77
Y9999  	加權指數     	20061123	 7384.69
Y9999  	加權指數     	20061124	 7427.36
Y9999  	加權指數     	20061127	 7498.15
Y9999  	加權指數     	20061128	 7444.94
Y9999  	加權指數     	20061129	 7474.19
Y9999  	加權指數     	20061130	 7567.72
Y9999  	加權指數     	20061201	 7613.57
Y9999  	加權指數     	20061204	 7647.01
Y9999  	加權指數     	20061205	 7609.90
Y9999  	加權指數     	20061206	 7693.33
Y9999  	加權指數     	20061207	 7686.52
Y9999  	加權指數     	20061208	 7636.30
Y9999  	加權指數     	20061211	 7612.12
Y9999  	加權指數     	20061212	 7458.56
Y9999  	加權指數     	20061213	 7450.30
Y9999  	加權指數     	20061214	 7480.41
Y9999  	加權指數     	20061215	 7538.82
Y9999  	加權指數     	20061218	 7624.62
Y9999  	加權指數     	20061219	 7598.88
Y9999  	加權指數     	20061220	 7648.35
Y9999  	加權指數     	20061221	 7620.94
Y9999  	加權指數     	20061222	 7652.47
Y9999  	加權指數     	20061225	 7646.81
Y9999  	加權指數     	20061226	 7727.59
Y9999  	加權指數     	20061227	 7733.18
Y9999  	加權指數     	20061228	 7732.93
Y9999  	加權指數     	20061229	 7823.72
Y9999  	加權指數     	20070102	 7920.80
Y9999  	加權指數     	20070103	 7917.30
Y9999  	加權指數     	20070104	 7934.51
Y9999  	加權指數     	20070105	 7835.57
Y9999  	加權指數     	20070108	 7736.71
Y9999  	加權指數     	20070109	 7790.01
Y9999  	加權指數     	20070110	 7698.52
Y9999  	加權指數     	20070111	 7618.55
Y9999  	加權指數     	20070112	 7761.71
Y9999  	加權指數     	20070115	 7783.50
Y9999  	加權指數     	20070116	 7792.08
Y9999  	加權指數     	20070117	 7833.98
Y9999  	加權指數     	20070118	 7895.18
Y9999  	加權指數     	20070119	 7840.08
Y9999  	加權指數     	20070122	 7842.47
Y9999  	加權指數     	20070123	 7852.36
Y9999  	加權指數     	20070124	 7935.54
Y9999  	加權指數     	20070125	 7923.77
Y9999  	加權指數     	20070126	 7821.32
Y9999  	加權指數     	20070129	 7751.79
Y9999  	加權指數     	20070130	 7739.91
Y9999  	加權指數     	20070131	 7699.64
Y9999  	加權指數     	20070201	 7701.54
Y9999  	加權指數     	20070202	 7777.03
Y9999  	加權指數     	20070205	 7783.12
Y9999  	加權指數     	20070206	 7875.75
Y9999  	加權指數     	20070207	 7850.06
Y9999  	加權指數     	20070208	 7842.22
Y9999  	加權指數     	20070209	 7859.53
Y9999  	加權指數     	20070212	 7776.36
Y9999  	加權指數     	20070213	 7736.83
Y9999  	加權指數     	20070214	 7809.45
Y9999  	加權指數     	20070226	 7900.20
Y9999  	加權指數     	20070227	 7901.96
Y9999  	加權指數     	20070301	 7678.67
Y9999  	加權指數     	20070302	 7670.77
Y9999  	加權指數     	20070303	 7630.15
Y9999  	加權指數     	20070305	 7344.56
Y9999  	加權指數     	20070306	 7451.06
Y9999  	加權指數     	20070307	 7480.89
Y9999  	加權指數     	20070308	 7573.87
Y9999  	加權指數     	20070309	 7568.20
Y9999  	加權指數     	20070312	 7629.15
